股票代码,股票名称,D-0日期,D-2振幅,D-1涨幅,D-1振幅,D-0涨幅,D-0振幅,D-0/D-2成交额百分比,D-0/D-1成交额百分比,T+0(低/高),T+1最高价,T+2最高价,T+3最高价,T+4最高价,T+5最高价,T+6最高价,T+7最高价
603520,司太立,2024-03-13,10.52,5.39,6.95,6.02,10.14,194.5%,103.61%,-1%/5%(阴),3%,2%,5%,3%,2%,-1%,-4%
603527,众源新材,2021-10-21,11.53,-0.26,4.23,4.95,9.45,131.83%,123.45%,-6%/0%(阴),-4%,-2%,-4%,-6%,-11%,-11%,-12%
603528,多伦科技,2023-07-12,10.72,-2.23,4.23,3.25,7.45,160.85%,111.52%,-5%/-2%(阳),-2%,-3%,-5%,-6%,-3%,4%,0%
603535,嘉诚国际,2023-12-01,9.35,-3.91,8.45,7.75,7.75,212.15%,125.78%,-4%/2%(阳),-1%,0%,6%,0%,-3%,3%,-1%
603538,美诺华,2026-03-17,12.1,-0.95,5.64,4.89,8.75,155.25%,107.42%,-3%/2%(阳),-2%,5%(板),11%,11%(板),22%(板),35%(板),48%(板)
603558,健盛集团,2015-11-05,11.1,4.55,8.0,3.1,11.7,117.11%,100.62%,-1%/4%(阴),4%,1%,2%,9%,6%,-1%,2%
603569,长久物流,2024-07-31,11.84,-3.03,3.72,2.7,4.84,180.81%,111.79%,-1%/0%(阳),-1%,-2%,-3%,-2%,-3%,-4%,-6%
603598,引力传媒,2025-06-11,10.51,0.05,6.43,3.73,6.75,164.82%,123.34%,-4%/0%(阳),-2%,-3%,-3%,-6%,-5%,-6%,-9%
603603,未找到标的,2020-07-21,12.4,3.26,9.07,9.8,13.96,130.38%,112.83%,-9%/7%(阳),-5%,-15%,-13%,-11%,-12%,-14%,-12%
603610,麒盛科技,2021-10-25,9.08,1.29,6.2,4.58,7.49,147.47%,100.81%,-9%/0%(阴),-9%,-8%,-12%,-8%,-7%,-11%,-11%
603612,索通发展,2022-03-03,11.53,0.31,7.5,5.12,6.66,246.47%,103.44%,-2%/2%(阳),2%,-1%,-7%,-8%,-8%,-4%,-9%
603613,国联股份,2024-03-26,10.82,-1.11,6.81,7.32,10.07,159.92%,105.96%,-8%/-1%(阴),-3%,-7%,-3%,-2%,-4%,-5%,-8%
603616,韩建河山,2025-06-24,10.12,-1.57,8.3,3.64,10.25,392.81%,103.34%,-1%/9%(阳),5%,10%(板),21%,5%,2%,2%,2%
603655,朗博科技,2024-09-26,9.33,0.07,6.59,7.42,10.57,144.23%,108.85%,-3%/2%(阳),12%,22%,14%,4%,3%,2%,3%
603669,灵康药业,2020-02-05,9.79,-1.64,9.6,6.79,9.88,116.16%,102.75%,-2%/9%(阳),6%,-4%,-9%,-10%,-11%,-11%,-11%
603669,灵康药业,2026-07-15,10.52,8.82,15.0,9.59,15.14,178.45%,107.91%,-9%/3%(阴),-16%,-26%,-35%,-29%,-33%,-34%,-33%
603676,卫信康,2025-04-24,11.75,1.75,7.09,8.78,11.76,271.83%,118.66%,-6%/-2%(阴),-8%,-12%,-12%,-14%,-13%,-14%,-14%
603685,晨丰科技,2025-08-28,11.3,-2.54,5.95,6.16,8.15,162.22%,102.16%,-3%/0%(阳),2%,0%,-2%,-5%,-6%,-2%,-2%
603688,石英股份,2026-02-24,9.9,-5.96,6.95,9.12,8.06,118.54%,105.88%,0%/4%(阳),3%,2%,8%,7%,2%,8%(板),14%
603700,宁水集团,2020-08-19,9.98,3.15,4.7,-1.15,7.86,143.67%,125.79%,-2%/2%(阴),0%,1%,-2%,-3%,-4%,-2%,-2%
603711,香飘飘,2023-02-06,11.53,5.69,9.82,5.65,12.14,306.34%,111.51%,-4%/0%(阴),-1%,1%,1%,8%(板),14%,12%,5%
603716,塞力医疗,2023-08-01,10.15,2.85,7.22,1.66,11.09,191.53%,107.52%,-3%/1%(阴),0%,-4%,-8%,-1%(板),9%(板),20%(板),32%(板)
603717,天域生物,2026-05-07,9.49,-1.19,5.31,1.07,6.17,142.39%,103.77%,-1%/1%(阴),1%,2%,2%,9%(板),6%,3%,1%
603718,*ST海利,2018-10-24,11.71,9.79,12.19,-3.05,12.28,131.98%,119.61%,-3%/4%(阳),5%,-1%,1%,1%,1%,5%,14%
603725,天安新材,2025-05-22,10.15,1.64,9.73,6.72,13.81,378.63%,127.76%,-9%/8%(阳),5%,1%,-5%,-7%,-9%,-11%,-7%
603726,朗迪集团,2024-10-23,10.56,-2.74,7.22,3.13,9.75,128.27%,100.62%,-1%/4%(阳),11%,18%,13%,7%,6%,9%,6%
603738,泰晶科技,2019-09-18,13.65,-4.29,6.36,6.11,10.88,123.12%,114.04%,-3%/4%(阳),-3%,-10%,-10%,-12%,-15%,-20%,-21%
603778,国晟科技,2017-04-07,2.29,0.76,5.26,5.9,12.69,201.01%,122.18%,0%/9%(阳),6%,-2%,3%(板),6%,0%,0%,-2%
603779,威龙股份,2026-04-30,11.41,-1.28,12.64,7.19,7.34,132.6%,102.27%,11%/10%(板),21%(板),33%(板),46%(板),61%(板),77%(板),94%(板),83%
603810,XD丰山集,2024-09-04,10.99,-0.68,4.43,3.54,7.54,111.94%,103.63%,-6%/-2%(阴),-4%,-5%,-2%,0%,-3%,-5%,-11%
603818,曲美家居,2016-08-11,8.25,-1.53,5.34,7.24,10.62,116.62%,102.33%,-3%/0%(阳),2%,-1%,1%,0%,0%,5%,7%
603819,神力股份,2020-08-20,9.95,-1.06,7.65,9.54,12.23,106.49%,102.92%,-2%/2%(阳),3%,9%,13%,21%,10%,16%(板),24%
603839,安正时尚,2022-01-26,10.42,-4.48,7.08,4.47,16.03,147.4%,110.15%,-6%/-3%(阴),-4%,-8%,-15%,-10%,-12%,-13%,-7%(板)
603843,*ST正平,2019-03-20,10.58,-2.96,4.97,4.68,10.24,137.01%,104.51%,-2%/0%(阳),5%,6%,11%(板),23%,19%,11%,12%
603878,武进不锈,2024-11-20,9.82,5.19,10.06,1.23,13.43,125.43%,117.1%,-2%/3%(阴),0%,1%,2%,3%,4%,5%,0%
603879,永悦科技,2023-06-26,9.69,-0.77,4.95,6.39,13.71,245.99%,137.8%,-5%/-2%(阳),4%,1%,0%,3%,1%,6%,7%
603901,永创智能,2025-01-22,12.92,3.3,7.22,5.92,13.74,257.74%,149.28%,-5%/-2%(阴),-2%,-2%,-2%,4%,11%,12%,20%
603918,金桥信息,2021-12-22,10.81,0.59,10.18,9.29,10.0,240.11%,139.75%,-7%/10%(阳),5%,7%(板),13%,5%,6%,3%,5%
603918,金桥信息,2026-07-30,11.19,0.29,7.01,6.51,11.48,301.64%,144.52%,-4%/9%(阳),2%,2%,2%,3%,0%,3%,4%
603920,世运电路,2017-11-14,9.77,-1.72,5.79,3.55,9.08,213.27%,123.31%,-2%/3%(阴),0%,-2%,-10%,-12%,-8%,-10%,-12%
603931,格林达,2025-12-01,9.46,-1.55,3.71,6.34,11.22,140.69%,140.4%,-3%/2%(阳),-2%,2%,-4%,3%,6%,9%,9%
603949,雪龙集团,2021-11-26,11.15,4.21,5.4,2.57,6.28,134.86%,116.37%,0%/9%(阳),9%,11%,11%,11%,10%,9%,8%
603966,法兰泰克,2023-02-15,8.78,1.68,4.4,4.9,8.07,116.89%,109.06%,-1%/7%(阳),10%,5%,5%,5%,5%,3%,0%
603980,吉华集团,2025-05-06,8.68,-4.98,4.15,3.71,13.54,171.98%,106.38%,-2%/1%(阳),1%,-1%,-1%,-2%,-3%,-3%,4%(板)
603986,兆易创新,2026-01-07,6.85,6.41,8.2,4.67,6.77,124.93%,117.32%,-2%/1%(阴),-4%,0%,4%,3%,-2%,6%(板),11%
603988,中电电机,2015-05-28,9.11,9.99,9.93,-5.08,15.08,219.34%,178.36%,-9%/3%(阳),-2%,-2%,3%,-2%,-5%,-6%,-8%
603988,中电电机,2025-09-09,10.41,1.79,4.69,3.87,7.07,144.98%,104.76%,-4%/-1%(阳),0%,6%,2%,0%,8%(板),19%(板),31%
603990,麦迪科技,2021-09-29,8.71,-2.69,5.47,4.76,10.23,132.52%,109.93%,-2%/3%(阳),3%,0%,3%,5%,0%,-1%,-3%
603992,松霖科技,2020-03-09,9.73,0.22,10.15,6.39,12.13,145.43%,106.64%,-5%/2%(阳),0%,-7%,-4%,-3%,-5%,-8%,-10%
603997,继峰股份,2021-11-11,10.5,5.96,6.86,5.24,14.18,142.06%,120.66%,-1%/3%(阳),6%,4%,5%,5%,2%,2%,0%
605005,合兴股份,2024-03-22,10.32,-1.55,5.72,2.76,9.08,142.51%,132.44%,-6%/-3%(阴),1%,-3%,-2%,-5%,-5%,-6%,-7%
605018,长华集团,2026-06-05,11.83,5.69,6.89,5.45,8.26,153.61%,102.33%,-4%/3%(阳),12%(板),17%,1%,-6%,-8%,-12%,-11%
605033,美邦股份,2025-08-25,10.46,-2.19,4.0,4.47,8.77,117.14%,100.39%,-2%/9%(阳),4%,1%,3%,3%,3%,-2%,-3%
605086,龙高股份,2025-12-02,10.91,8.56,6.3,9.35,12.06,117.84%,109.47%,-9%/0%(阴),-2%,5%,4%,6%,1%,1%,2%
605118,力鼎光电,2025-03-11,11.46,-3.32,6.68,2.8,11.4,136.68%,101.62%,0%/1%(阳),9%(板),14%,11%,9%,16%,24%,16%
605123,派克新材,2026-01-12,11.35,5.24,9.63,5.6,12.56,126.98%,102.38%,-10%/-4%(阴),-9%,-13%,-13%,-7%,-7%,-14%,-12%
605133,嵘泰股份,2024-04-10,10.02,-2.71,5.37,6.72,9.83,208.41%,130.68%,-3%/2%(阳),6%,3%,-6%,-8%,-10%,-13%,-14%
605158,华达新材,2021-04-09,10.82,0.75,9.98,0.89,12.3,194.58%,112.75%,-9%/-4%(阴),-6%,-8%,-10%,-10%,-9%,-5%,-7%
605166,聚合顺,2021-11-12,11.02,-0.78,6.39,4.0,10.62,120.36%,102.93%,-1%/1%(阴),8%(板),10%,7%,8%,15%,18%(板),26%
605189,富春染织,2026-04-13,0.82,4.93,7.49,6.19,13.74,317.36%,100.14%,-6%/-3%(阴),-5%,-1%,3%,2%,6%,3%,2%
605222,起帆电缆,2024-07-24,10.88,-0.82,4.98,4.89,7.75,109.06%,105.61%,-2%/4%(阳),9%,10%,6%,8%,8%,4%,3%
605228,神通科技,2026-01-08,10.3,-2.4,4.68,4.36,9.34,122.46%,105.32%,-3%/-1%(阳),-2%,-4%,-5%,-6%,-5%,-5%,-6%
605258,协和电子,2023-07-14,10.66,-0.03,5.31,-1.72,11.34,483.54%,107.83%,-4%/-2%(阴),4%,-1%,-3%,-7%,-11%,-10%,-10%
605288,凯迪股份,2021-10-26,10.83,1.35,4.88,6.02,10.38,168.0%,140.21%,-3%/6%(阳),5%,2%,0%,-2%,-2%,-2%,-1%
605288,凯迪股份,2022-08-11,9.89,1.21,7.19,2.41,9.47,253.32%,133.79%,-6%/-4%(阴),-1%,-2%,7%(板),10%,9%,3%,7%
605299,舒华体育,2025-07-30,5.19,1.08,7.86,5.25,12.05,236.62%,115.25%,-5%/2%(阳),-7%,-5%,-11%,-12%,-13%,-13%,-13%
605299,舒华体育,2026-03-18,9.97,-4.32,4.6,5.71,5.56,214.56%,128.38%,-3%/1%(阳),8%(板),10%,14%(板),26%(板),38%,36%(板),48%
605319,无锡振华,2025-02-26,9.25,-2.19,7.59,4.92,11.0,155.49%,101.13%,-1%/8%(阴),7%,3%,4%,11%(板),22%,29%,26%
605376,博迁新材,2025-08-21,9.85,0.61,8.76,3.29,11.16,160.66%,111.28%,4%/9%(阳),8%,5%,2%,5%,3%,7%,6%
605378,野马电池,2025-08-08,11.02,5.81,11.7,2.15,12.89,156.16%,114.89%,5%/9%(板),20%,14%,12%,7%,5%,8%,9%
605398,新炬网络,2023-06-02,10.12,-1.78,4.87,6.04,11.52,244.99%,122.1%,-5%/-3%(阴),-5%,-4%,-5%,-3%,-3%,-1%,-1%
605499,东鹏饮料,2022-06-29,9.09,-2.89,5.4,6.54,10.37,199.24%,145.94%,-1%/2%(阳),1%,-2%,-3%,-4%,-5%,-2%,-3%
605566,福莱蒽特,2022-08-11,10.94,0.38,8.01,5.48,11.72,356.16%,178.4%,-4%/0%(阴),3%,1%,7%,-2%,-3%,-5%,-5%
605580,恒盛能源,2025-06-23,10.92,-2.52,7.49,7.18,8.01,293.69%,105.77%,-2%/1%(阳),0%,8%,7%,6%,7%,6%,7%
000002,万  科Ａ,2016-08-08,11.58,6.51,8.49,4.39,11.46,115.55%,102.59%,-3%/1%(阴),0%,-3%,4%(板),14%(板),26%(板),25%,26%
000007,全新好,2024-10-09,8.46,7.24,8.12,-1.38,13.09,196.69%,133.32%,-2%/3%(阴),1%,-6%,-1%,-6%,-4%,-7%,-5%
000008,神州高铁,2024-07-23,11.29,-0.98,5.85,7.39,12.32,507.49%,182.95%,-6%/-4%(阴),-2%,-3%,-2%,-3%,0%,7%(板),14%
000009,中国宝安,2021-02-23,10.46,9.94,9.83,4.96,10.4,194.31%,113.29%,-6%/3%(阴),-3%,-7%,-9%,-6%,-11%,-13%,-13%
000009,中国宝安,2021-06-09,8.15,8.74,6.07,5.33,9.84,281.0%,105.04%,-1%/9%(板),13%,20%,16%,17%,25%,35%,27%
000014,沙河股份,2023-06-08,10.64,1.13,9.59,6.55,11.47,259.36%,130.64%,-6%/-3%(阳),-2%,2%,3%,0%,5%,1%,-3%
000025,特  力Ａ,2024-04-10,10.01,-3.77,4.52,1.81,6.27,121.88%,105.86%,-3%/2%(阳),3%,-2%,-6%,-10%,-9%,-10%,-13%
000031,大悦城,2026-01-22,10.85,0.31,6.77,4.29,8.28,151.55%,102.94%,-3%/0%(阴),-3%,-4%,3%,9%(板),20%,12%,12%
000035,中国天楹,2019-06-21,10.81,4.62,5.39,2.76,6.45,172.48%,105.42%,-4%/1%(阴),6%(板),17%,12%,10%,15%,10%,16%
000037,深南电A,2024-01-19,12.04,-3.47,8.13,2.81,11.11,238.12%,112.65%,-2%/3%(阳),1%,4%,14%,7%,11%(板),22%(板),35%
000039,中集集团,1999-06-14,9.89,9.21,9.32,0.86,6.01,212.91%,123.03%,-9%/1%(阴),0%,3%,2%,7%,4%,6%,11%
000045,深纺织Ａ,1997-04-02,9.44,5.96,8.79,9.63,14.3,240.84%,164.58%,4%/8%(阳),13%,21%,7%,6%,6%,0%,-2%
000045,深纺织Ａ,2015-05-04,10.01,4.75,5.82,6.84,13.42,133.61%,103.55%,-4%/5%(阳),1%,-2%,-2%,2%,1%,-1%,-1%
000048,京基智农,2021-02-10,10.62,9.17,13.22,3.37,10.83,151.15%,106.48%,-5%/0%(阴),0%,-3%,-7%,-9%,-11%,-14%,-10%
000056,*ST皇庭,2005-06-13,12.33,-0.24,6.83,2.44,13.45,249.13%,115.25%,-10%/-4%(阴),-12%,-11%,-11%,-13%,-14%,-15%,-12%
000058,深 赛 格,2013-10-14,10.63,0.34,6.61,7.26,11.99,153.66%,101.01%,-5%/0%(阳),-1%,-5%,-6%,-5%,-6%,-12%,-16%
000060,中金岭南,2016-07-06,7.01,0.95,3.79,3.24,9.29,153.93%,118.23%,-2%/2%(阴),0%,2%,2%,7%,1%,1%,0%
000060,中金岭南,2021-02-22,4.16,3.57,6.3,5.88,6.69,181.37%,177.4%,-3%/2%(阳),0%,0%,-8%,-9%,-10%,-8%,-9%
000062,深圳华强,2026-03-13,10.33,-1.22,2.63,1.28,6.07,141.83%,125.11%,-1%/2%(阳),8%,8%,5%,3%,2%,3%,5%
000063,中兴通讯,1999-06-28,9.51,4.99,6.48,9.72,7.26,214.73%,169.25%,5%/10%(板),20%,14%,8%,0%,-6%,-4%,-2%
000063,中兴通讯,2019-02-26,9.96,8.87,5.39,-1.35,13.79,171.92%,101.68%,-3%/3%(阳),1%,0%,5%,6%,9%,4%,3%
000065,北方国际,2023-05-05,14.67,6.39,14.16,4.04,11.76,108.63%,106.94%,-3%/3%(阳),-1%,-5%,-10%,-11%,-14%,-12%,-16%
000066,中国长城,2015-01-20,10.32,0.91,9.11,5.03,11.1,126.47%,110.74%,-4%/0%(阴),-3%,-1%,0%,-2%,-1%,-3%,-7%
000066,中国长城,2026-01-14,8.41,-2.89,6.38,3.72,7.5,243.03%,112.61%,-3%/1%(阴),3%,-3%,1%,6%(板),17%,12%,10%
000068,华控赛格,2014-01-28,10.09,5.89,10.15,-2.63,9.74,167.24%,114.79%,-4%/0%(阳),4%,6%,11%,13%,17%,20%,21%
000151,中成股份,2010-09-08,5.21,1.21,4.07,7.56,12.84,119.23%,111.55%,-2%/1%(阳),-1%,-3%,-2%,-4%,-6%,-7%,-9%
000155,川能动力,2023-11-17,9.44,-1.51,3.02,4.2,7.34,146.44%,138.47%,-1%/1%(阴),0%,-2%,-3%,-3%,-5%,-6%,-5%
000301,东方盛虹,2022-06-14,14.02,8.67,9.99,2.38,8.45,179.52%,110.73%,-5%/-1%(阴),-5%,-4%,-6%,-10%,-8%,-9%,-5%
000401,金隅冀东,2015-08-05,8.5,7.8,16.35,3.41,13.78,129.51%,112.63%,-5%/2%(阴),0%,1%,4%,-2%,-5%,-3%,-5%
000404,长虹华意,2018-03-08,6.12,-2.87,4.22,6.77,11.28,368.69%,214.97%,-4%/-1%(阳),0%,-1%,-4%,-6%,-4%,-4%,-4%
000411,英特集团,2021-04-23,10.88,-2.22,7.2,5.92,11.01,139.5%,104.91%,-3%/9%(阳),1%,1%,-1%,-3%,1%,-5%,-3%
000413,未找到标的,2019-02-15,9.07,0.4,7.65,5.81,11.42,145.59%,109.14%,0%/4%(阳),7%,4%,5%,4%,11%,15%,10%
000415,渤海租赁,2007-08-30,11.53,5.24,8.88,8.74,11.38,220.12%,104.77%,0%/8%(阴),8%,5%,1%,11%,20%,18%,15%
000419,通程控股,2003-11-27,10.88,0.96,5.42,4.11,7.11,292.99%,184.11%,-5%/-2%(阴),-2%,-3%,-5%,-4%,-6%,-6%,-7%
000425,徐工机械,2000-11-23,10.08,6.61,8.71,6.81,8.45,188.64%,112.66%,0%/5%(阳),3%,4%,5%,5%,7%,6%,3%
000428,华天酒店,2023-08-16,11.61,-2.64,4.26,4.17,7.29,177.64%,122.36%,-3%/-2%(阴),-3%,-5%,-6%,-1%,-3%,-2%,0%
000506,招金黄金,1998-01-12,10.67,9.37,12.78,5.61,7.63,178.35%,110.18%,-10%/7%(阳),11%,12%,11%,9%,10%,9%,6%
000506,招金黄金,2011-02-16,9.82,-0.15,4.2,4.81,11.57,139.35%,127.66%,-1%/3%(阳),6%,1%,3%,1%,1%,5%,12%
000506,招金黄金,2019-11-22,10.38,-3.5,4.55,5.07,9.78,158.62%,148.33%,-2%/1%(阴),0%,-2%,1%,-2%,-2%,-2%,1%
000507,珠海港,2017-06-09,11.05,9.78,7.93,-0.24,6.98,203.66%,118.47%,-2%/8%(阴),8%(板),9%,4%,12%,11%,13%,8%
000515,未找到标的,2007-02-27,6.91,3.56,5.03,-0.91,13.95,145.12%,114.31%,5%/9%(板),21%(板),33%(板),46%,38%(板),46%,55%,68%
000517,荣安地产,2000-05-24,9.78,2.11,7.0,9.05,9.09,149.22%,147.57%,-2%/1%(阳),1%,0%,-1%,9%,7%,5%,5%
000517,荣安地产,2022-02-15,0.0,-7.37,6.67,3.79,11.36,270.31%,103.83%,-3%/0%(阳),-2%,7%,5%,6%,4%,2%,1%
000517,荣安地产,2024-05-21,10.53,3.75,10.58,8.22,10.2,178.07%,127.28%,-3%/3%(阴),-4%,-7%,-9%,-8%,-11%,-12%,-12%
000518,四环生物,2007-03-28,10.93,9.11,11.39,1.9,11.2,128.9%,115.75%,-7%/2%(阴),-4%,-4%,-1%,1%,2%,2%,1%
000519,中兵红箭,2020-04-10,10.78,0.62,6.2,6.29,11.71,239.23%,129.76%,-5%/7%(阳),3%,5%,6%,3%,4%,12%,3%
000519,中兵红箭,2024-06-07,8.97,-3.14,4.95,4.49,8.01,123.2%,111.13%,-2%/4%(阳),5%,3%,0%,0%,-2%,-2%,-2%
000521,长虹美菱,2013-12-09,10.98,0.22,5.86,8.23,9.96,175.46%,132.42%,-3%/4%(阳),0%,0%,-2%,2%,-1%,-4%,-1%
000524,岭南控股,2014-08-19,10.57,4.75,3.47,1.55,7.62,121.1%,114.13%,-3%/-1%(阴),-2%,2%,1%,1%,-1%,-2%,0%
000536,华映科技,2016-05-31,8.69,4.12,4.67,1.98,8.51,153.01%,132.93%,-1%/2%(阳),5%,4%,3%,3%,3%,2%,-4%
000537,绿发电力,2018-01-25,10.65,4.17,8.79,3.52,10.38,179.9%,119.08%,-2%/1%(阳),4%,1%,2%,0%,-3%,-1%,-6%
000541,佛山照明,2020-05-29,14.59,3.92,13.27,-8.13,18.14,129.43%,114.55%,-3%/1%(阳),-1%,-9%,-9%,-11%,-11%,-13%,-16%
000545,金浦钛业,2017-03-03,10.59,4.15,8.0,5.83,11.24,258.27%,126.67%,-5%/-3%(阳),-3%,-6%,-3%,-5%,-7%,-6%,-7%
000545,金浦钛业,2021-04-23,11.55,-2.1,9.01,4.91,12.27,168.36%,106.4%,-3%/3%(阴),-2%,3%,1%,-1%,5%,12%,13%
000560,我爱我家,2023-02-06,11.27,-1.65,4.29,3.69,9.4,119.49%,117.84%,-1%/5%(阳),0%,-2%,4%,1%,7%,2%,7%
000564,供销大集,2025-09-04,9.84,-4.1,4.85,7.78,12.06,289.86%,177.23%,-9%/-2%(阳),-2%,1%,2%,0%,2%,0%,5%(板)
000565,渝三峡Ａ,2004-02-09,11.14,1.14,8.1,-1.25,5.38,147.76%,145.26%,-1%/2%(阳),1%,-1%,-1%,-2%,1%,0%,0%
000565,渝三峡Ａ,2017-07-03,10.14,-0.1,3.78,2.23,15.83,248.77%,118.98%,-4%/-1%(阴),-2%,-3%,-4%,-4%,-1%,-2%,-1%
000570,苏常柴Ａ,2022-07-26,10.92,-6.85,8.22,4.96,13.05,168.87%,147.33%,-4%/1%(阳),0%,-3%,-4%,-6%,-8%,-10%,-9%
000608,阳光股份,2004-02-02,9.84,-2.56,4.47,6.89,10.66,254.98%,251.91%,0%/3%(阳),7%,9%,10%,8%,16%,17%,19%
000612,焦作万方,2006-04-26,7.98,9.25,9.96,-3.91,17.45,139.47%,111.59%,-1%/8%(阳),15%,22%,23%,15%,9%,9%,5%
000616,未找到标的,2009-10-21,9.69,3.38,3.67,-0.14,7.95,147.56%,101.44%,-1%/2%(阳),5%,5%,2%,0%,-4%,-2%,2%
000617,中油资本,2025-07-10,11.7,3.47,11.21,6.15,9.39,190.16%,121.3%,-3%/5%(阳),0%,-2%,-5%,-1%,6%,0%,-1%
000623,吉林敖东,2000-01-10,11.15,-1.18,2.11,1.7,6.92,402.48%,160.63%,-5%/0%(阴),-4%,-7%,-6%,-7%,-7%,-5%,-1%
000626,远大控股,2016-08-19,9.86,-0.34,6.27,5.06,9.86,222.48%,109.84%,-4%/-1%(阴),-4%,-2%,-4%,-3%,-5%,-5%,-3%
000626,远大控股,2018-03-12,10.44,0.16,4.99,6.94,10.62,120.85%,110.41%,-2%/2%(阴),2%,-3%,0%,1%,0%,1%,-2%
000631,顺发恒能,2009-11-24,11.06,0.53,5.26,-2.8,9.02,122.86%,118.83%,0%/6%(阳),8%,-1%,-6%,-5%,1%,-1%,0%
000636,风华高科,2018-07-03,9.42,5.04,5.54,4.92,8.09,119.27%,103.93%,-5%/-1%(阴),-2%,-2%,1%(板),11%,11%,16%,25%(板)
000650,仁和药业,2019-04-22,12.26,2.63,6.26,7.8,10.24,276.79%,148.26%,-1%/9%(阴),0%,2%,1%,8%,1%(板),4%,2%(板)
000663,永安林业,2019-03-11,10.54,-4.66,6.71,8.05,10.92,121.65%,111.41%,-2%/2%(阴),3%,5%,-3%,1%,0%,3%,8%
000663,永安林业,2023-06-13,9.06,0.38,5.21,3.11,7.92,101.26%,100.4%,-2%/2%(阳),5%,5%,3%,1%,-1%,-1%,1%
000667,未找到标的,2007-01-17,9.35,7.29,6.88,-3.27,9.31,155.48%,129.07%,-7%/0%(阳),7%,17%,16%,20%,19%,15%,19%
000668,荣丰控股,2021-12-21,10.49,-1.87,4.47,6.39,9.38,139.19%,112.41%,-4%/-2%(阴),-3%,-2%,-2%,-3%,-4%,3%,2%
000678,襄阳轴承,2023-05-22,10.02,-2.06,5.84,3.51,10.7,243.97%,122.4%,-4%/4%(阴),-1%,-4%,-3%,-5%,-5%,-7%,-7%
000679,大连友谊,2004-04-02,8.66,1.69,3.75,5.89,6.45,148.95%,116.57%,-2%/1%(阳),5%,3%,3%,3%,-2%,-2%,-5%
000681,视觉中国,2021-11-15,11.39,3.51,9.55,7.74,11.19,124.4%,108.69%,-1%/5%(阳),5%,4%,0%,-2%,8%(板),10%,9%
000682,东方电子,2014-07-24,10.8,3.09,7.87,9.54,13.08,506.15%,141.87%,-8%/-4%(阴),-6%,-4%,-5%,-5%,-6%,-7%,-4%
000688,国城矿业,2016-11-15,11.22,0.9,5.96,-3.49,11.63,107.3%,103.15%,-4%/0%(阴),-4%,-4%,-3%,6%(板),9%,12%,10%
000692,惠天热电,2002-06-26,5.5,1.84,4.69,0.9,3.21,187.79%,154.42%,-2%/1%(阴),-1%,-2%,-3%,-2%,-3%,-4%,-4%
000692,惠天热电,2012-11-07,8.89,-1.82,7.07,3.7,12.14,235.7%,126.56%,-6%/-1%(阳),0%,0%,8%,-3%,-5%,-8%,-10%
000692,惠天热电,2021-03-16,10.81,-2.11,4.91,7.17,11.83,135.92%,121.13%,-5%/-3%(阴),0%,0%,7%,7%,6%,2%,1%
000693,未找到标的,2002-06-26,4.95,4.37,9.99,3.41,6.58,182.36%,108.83%,-2%/0%(阴),-1%,-2%,-3%,-3%,-3%,-6%,-3%
000697,炼石航空,2014-06-18,1.09,4.88,4.04,4.0,11.42,161.42%,111.37%,-9%/-2%(阴),-4%,-2%,0%,-3%,-3%,-5%,-2%
000715,中兴商业,2024-03-26,12.43,-4.77,6.66,9.37,11.74,166.92%,117.47%,-10%/-3%(阴),-8%,-6%,-6%,-6%,-8%,-11%,-11%
000717,中南股份,2020-07-08,8.76,0.44,7.96,7.71,11.01,161.05%,120.36%,-4%/7%(阳),0%,1%,2%,-1%,-4%,-9%,-1%
000719,中原传媒,2014-01-23,10.59,6.61,7.36,7.54,10.28,249.4%,107.4%,-3%/0%(阳),2%,-2%,-3%,-2%,5%(板),9%,7%
000722,湖南发展,2023-12-15,10.24,-0.28,5.77,6.25,11.94,199.12%,108.99%,-5%/-4%(阴),-7%,-6%,-9%,-10%,-14%,-17%,-18%
000727,冠捷科技,2002-06-26,3.4,1.49,6.65,5.99,11.19,275.97%,221.98%,-2%/0%(阴),3%,3%,-1%,0%,-2%,-3%,-2%
000727,冠捷科技,2021-11-12,6.43,5.84,8.76,5.17,10.0,251.8%,101.96%,-1%/8%(阴),0%,-2%,-1%,-5%,-5%,-6%,-4%
000731,四川美丰,2008-12-03,14.24,5.68,11.83,4.03,6.12,127.58%,102.56%,-3%/1%(阴),0%,2%,4%,4%,7%,0%,-2%
000733,振华科技,2024-02-29,11.05,-1.85,6.66,8.17,10.69,141.52%,111.35%,0%/3%(阳),2%,-1%,-1%,-3%,2%,0%,6%
000735,罗 牛 山,2025-11-05,9.82,1.74,5.83,5.49,8.66,200.01%,109.89%,-9%/-3%(阴),-3%,1%,-4%,-4%,-3%,-1%,-1%
000737,北方铜业,2011-02-21,11.75,9.89,8.29,3.92,9.14,510.11%,108.61%,-8%/-1%(阴),0%,-3%,4%,-3%,-1%,2%,2%
000739,普洛药业,2019-03-13,9.66,7.11,8.36,0.68,9.95,132.66%,100.46%,-1%/4%(阳),4%,5%,7%,4%,4%,5%,3%
000755,山西高速,2022-02-18,10.75,-0.21,5.52,9.79,11.06,237.17%,171.08%,-8%/1%(阳),-4%,-2%,-4%,-6%,-8%,-7%,-7%
